"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"2470","SI",2024-05-06,93.2,-2.19,5.22,"Wheeler, Zack",656883,554430,"","swinging_strike",NA,NA,NA,NA,13,"Jakson Reetz flies out to center fielder Johan Rojas.","R","R","R","PHI","SF","S",NA,"",0,0,2024,-1.5,0.54,-1.13,2.29,NA,NA,NA,2,5,"Top",NA,NA,NA,NA,NA,NA,6.16022717751203,-135.609043568278,-3.01575106504059,-19.837995553591,29.1225708814895,-25.0061208325539,3.37,1.53,NA,NA,NA,95.2,2289,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.06,NA,NA,NA,NA,NA,NA,NA,36,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",226,0,-0.016,71.7,7.2,NA,0.016,NA,1,-1,0.699,0.301,34,28,34,28,2,1,5,1,6,3,2.08,1.5,1.5,24.1
"2471","FF",2024-05-06,95.4,-1.96,5.37,"Wheeler, Zack",666149,554430,"strikeout","called_strike",NA,NA,NA,NA,12,"Tyler Fitzgerald called out on strikes.","R","R","R","PHI","SF","S",2,"",0,2,2024,-0.79,1.32,0.9,2.92,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,NA,NA,9.48667737095025,-138.701080130853,-3.86623332625259,-12.2428710899509,29.6927524075102,-14.3641560458958,3.54,1.61,NA,NA,NA,97.4,2425,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.14,NA,0,0,1,0,0,NA,35,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",226,0.023,-0.102,NA,NA,NA,0.102,NA,1,-1,0.676,0.324,34,26,34,27,2,1,5,2,6,3,1.18,0.79,0.79,26.2
"2472","SI",2024-05-06,94.5,-2.19,5.3,"Wheeler, Zack",666149,554430,"","foul",NA,NA,NA,NA,11,"Tyler Fitzgerald called out on strikes.","R","R","R","PHI","SF","S",NA,"",0,1,2024,-1.5,0.47,-1.17,3.32,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,NA,NA,6.12852811686923,-137.521209246307,-0.529165975315974,-20.3401500749146,30.6853306146752,-26.2770200965046,3.43,1.59,58,43.3,10,96.3,2383,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.17,NA,NA,NA,NA,NA,NA,NA,35,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",228,0,-0.036,62.7,5.1,NA,0.036,88,1,-1,0.676,0.324,34,26,34,27,2,1,5,2,6,3,2.08,1.5,1.5,24.4
"2473","SI",2024-05-06,91.8,-2.21,5.21,"Wheeler, Zack",666149,554430,"","called_strike",NA,NA,NA,NA,8,"Tyler Fitzgerald called out on strikes.","R","R","R","PHI","SF","S",NA,"",0,0,2024,-1.39,0.49,0.05,1.87,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,NA,NA,8.99034439656547,-133.385608079177,-3.74750968574244,-18.5388281979444,28.3729085647273,-25.6629988793602,3.46,1.5,NA,NA,NA,94.2,2244,7.7,745585,592663,547180,593160,664761,681082,669016,679032,592206,52.77,NA,NA,NA,NA,NA,NA,NA,35,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",228,0,-0.023,NA,NA,NA,0.023,NA,1,-1,0.676,0.324,34,26,34,27,2,1,5,2,6,3,2.22,1.39,1.39,24.3
"2474","FF",2024-05-06,95.5,-2.1,5.35,"Wheeler, Zack",573262,554430,"strikeout","called_strike",NA,NA,NA,NA,13,"Mike Yastrzemski called out on strikes.","R","L","R","PHI","SF","S",2,"",3,2,2024,-0.74,1.44,-0.92,1.75,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,NA,NA,4.8640780641024,-138.8405606657,-7.24831595690804,-10.6082754168512,31.4682771658878,-12.0828698842668,3.39,1.61,NA,NA,NA,97.4,2326,7.5,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.04,NA,0,0,1,0,0,NA,34,6,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",224,0.032,-0.299,NA,NA,NA,0.299,NA,1,-1,0.644,0.356,34,33,34,34,2,1,5,1,6,1,1.06,0.74,-0.74,26.1
"2475","FC",2024-05-06,90.4,-2.38,5.35,"Wheeler, Zack",573262,554430,"","ball",NA,NA,NA,NA,11,"Mike Yastrzemski called out on strikes.","R","L","R","PHI","SF","B",NA,"",2,2,2024,0.11,0.53,-0.98,3.08,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,NA,NA,3.30931892371885,-131.748853224514,-0.897662305237571,0.680214086782536,25.6875401712686,-25.991243904638,3.39,1.61,NA,NA,NA,92.2,2567,7.1,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.38,NA,NA,NA,NA,NA,NA,NA,34,5,"Cutter",1,0,0,1,0,1,0,1,"Standard","Standard",195,0,0.096,NA,NA,NA,-0.096,NA,1,-1,0.644,0.356,34,33,34,34,2,1,5,1,6,1,2.23,-0.11,0.11,23.1
"2476","FF",2024-05-06,94.8,-2.07,5.41,"Wheeler, Zack",573262,554430,"","swinging_strike",NA,NA,NA,NA,1,"Mike Yastrzemski called out on strikes.","R","L","R","PHI","SF","S",NA,"",2,1,2024,-0.84,1.34,-0.62,2.98,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,NA,NA,5.79824107615682,-137.934645791266,-3.76211020615563,-12.0650169894372,30.9375933917112,-14.4117391966836,3.43,1.63,NA,NA,NA,96.6,2294,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.15,NA,NA,NA,NA,NA,NA,NA,34,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",227,0,-0.062,71.8,7.3,NA,0.062,NA,1,-1,0.644,0.356,34,33,34,34,2,1,5,1,6,1,1.2,0.84,-0.84,23.7
"2477","FF",2024-05-06,94.5,-2.06,5.41,"Wheeler, Zack",573262,554430,"","swinging_strike",NA,NA,NA,NA,4,"Mike Yastrzemski called out on strikes.","R","L","R","PHI","SF","S",NA,"",2,0,2024,-0.77,1.4,-0.66,2.74,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,NA,NA,5.47901659211837,-137.564210509972,-4.47460053299946,-10.9305121390224,29.9924125124944,-13.647193611039,3.43,1.63,NA,NA,NA,96.3,2341,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.22,NA,NA,NA,NA,NA,NA,NA,34,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",227,0,-0.058,72.4,7.9,NA,0.058,NA,1,-1,0.644,0.356,34,33,34,34,2,1,5,1,6,1,1.15,0.77,-0.77,26.6
"2478","FF",2024-05-06,93.4,-2.09,5.44,"Wheeler, Zack",573262,554430,"","ball",NA,NA,NA,NA,12,"Mike Yastrzemski called out on strikes.","R","L","R","PHI","SF","B",NA,"",1,0,2024,-0.8,1.32,0.94,3.27,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,NA,NA,9.72969665030604,-135.68255153356,-2.78653020015296,-11.9477468824702,29.1763149776234,-15.3867342333761,3.39,1.66,NA,NA,NA,95,2325,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.24,NA,NA,NA,NA,NA,NA,NA,34,2,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",225,0,0.062,NA,NA,NA,-0.062,NA,1,-1,0.644,0.356,34,33,34,34,2,1,5,1,6,1,1.29,0.8,-0.8,26.5
"2479","FC",2024-05-06,89.3,-2.32,5.33,"Wheeler, Zack",573262,554430,"","ball",NA,NA,NA,NA,12,"Mike Yastrzemski called out on strikes.","R","L","R","PHI","SF","B",NA,"",0,0,2024,0.07,0.42,0.19,3.62,NA,NA,NA,0,5,"Top",NA,NA,NA,NA,NA,NA,6.12486823929583,-130.052323903625,0.90998231234914,-0.398225706181365,25.3704191735674,-27.7302026995497,3.36,1.61,NA,NA,NA,91,2390,7.1,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.4,NA,NA,NA,NA,NA,NA,NA,34,1,"Cutter",1,0,0,1,0,1,0,1,"Standard","Standard",211,0,0.034,NA,NA,NA,-0.034,NA,1,-1,0.644,0.356,34,33,34,34,2,1,5,1,6,1,2.41,-0.07,0.07,23.9
"2480","FF",2024-05-06,95.4,-2.21,5.21,"Wheeler, Zack",656305,554430,"strikeout","swinging_strike",NA,NA,NA,NA,5,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","S",2,"",3,2,2024,-0.77,1.37,-0.06,2.42,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,7.5030048708761,-138.748635335846,-4.83734994578282,-11.5983581803325,31.740914010999,-13.6454115012778,3.53,1.68,NA,NA,NA,97,2479,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.22,NA,0,0,1,0,0,NA,27,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,0.052,-0.474,78.7,7.4,NA,0.474,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,1.15,0.77,0.77,22
"2481","FF",2024-05-06,94.2,-2.13,5.25,"Wheeler, Zack",656305,554430,"","ball",NA,NA,NA,NA,1,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","B",NA,"",2,2,2024,-0.79,1.36,-0.49,3.79,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,6.13829472499654,-137.034430193362,-1.06889556294542,-11.4019347000324,32.0145604768399,-15.1312567112852,3.69,1.76,NA,NA,NA,95.6,2380,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.24,NA,NA,NA,NA,NA,NA,NA,27,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,0,0.149,NA,NA,NA,-0.149,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,1.23,0.79,0.79,24.1
"2482","FF",2024-05-06,95.7,-2.17,5.24,"Wheeler, Zack",656305,554430,"","foul",NA,NA,NA,NA,6,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","S",NA,"",2,2,2024,-1.07,1.05,0.64,2.82,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,10.0322953089154,-139.04764381736,-3.20309196519276,-16.1270115095644,29.5062736698805,-18.0125380747479,3.53,1.68,NA,NA,NA,97.7,2490,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.14,NA,NA,NA,NA,NA,NA,NA,27,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",230,0,0,74.9,6.5,NA,0,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,1.44,1.07,1.07,23.1
"2483","CU",2024-05-06,81.8,-2.3,5.27,"Wheeler, Zack",656305,554430,"","blocked_ball",NA,NA,NA,NA,14,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","B",NA,"",1,2,2024,0.69,-0.95,1.46,-0.2,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,7.23645085561351,-118.970245669833,-3.91990756615216,5.08140343820984,23.4157041239708,-40.6443859589944,3.64,1.83,NA,NA,NA,82.5,2755,6.9,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.63,NA,NA,NA,NA,NA,NA,NA,27,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",48,0,0.025,NA,NA,NA,-0.025,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,4.37,-0.69,-0.69,26
"2484","CU",2024-05-06,82.2,-2.17,5.26,"Wheeler, Zack",656305,554430,"","blocked_ball",NA,NA,NA,NA,14,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","B",NA,"",0,2,2024,0.47,-0.74,2.7,-0.24,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,10.241321623412,-119.344082859903,-4.52664263334301,2.59088822559752,22.5745403794263,-38.5631909189857,3.59,1.66,NA,NA,NA,83.3,2691,7.1,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.41,NA,NA,NA,NA,NA,NA,NA,27,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",45,0,0.005,NA,NA,NA,-0.005,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,4.12,-0.47,-0.47,25.6
"2485","SI",2024-05-06,94.2,-2.14,5.2,"Wheeler, Zack",656305,554430,"","swinging_strike",NA,NA,NA,NA,11,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","S",NA,"",0,1,2024,-1.33,0.74,-0.98,2.9,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,6.08879438431602,-137.027352205699,-1.95475779366577,-18.1049086937319,30.3037658035116,-22.65133822747,3.53,1.68,NA,NA,NA,96,2294,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.16,NA,NA,NA,NA,NA,NA,NA,27,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",227,0,-0.073,70,6,NA,0.073,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,1.83,1.33,1.33,23.5
"2486","FF",2024-05-06,95.3,-2.22,5.34,"Wheeler, Zack",656305,554430,"","swinging_strike",NA,NA,NA,NA,1,"Matt Chapman strikes out swinging.","R","R","R","PHI","SF","S",NA,"",0,0,2024,-0.85,1.28,-0.32,3.4,NA,527038,624424,2,4,"Top",NA,NA,NA,NA,NA,NA,7.01080434990708,-138.55678403762,-2.351689900303,-12.484816749496,32.1207807732923,-15.4101560159347,3.53,1.68,NA,NA,NA,96.8,2569,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.21,NA,NA,NA,NA,NA,NA,NA,27,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",230,0,-0.077,73.4,6.2,NA,0.077,NA,0,0,0.507,0.493,34,31,34,31,2,1,5,1,6,1,1.24,0.85,0.85,24.8
"2487","FF",2024-05-06,94.7,-2.11,5.31,"Wheeler, Zack",624424,554430,"walk","ball",NA,NA,NA,NA,11,"Michael Conforto walks.","R","L","R","PHI","SF","B",NA,"",3,0,2024,-0.96,1.34,-0.15,4,NA,527038,NA,2,4,"Top",NA,NA,NA,NA,NA,NA,7.41806207876806,-137.666984215841,-0.703399813916602,-13.9184046537084,32.7220499638052,-15.3153762328667,3.19,1.53,NA,NA,NA,96.2,2483,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.13,NA,0.689131,0.7,1,0,0,NA,26,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",231,-0.011,0.028,NA,NA,NA,-0.028,NA,0,0,0.518,0.482,34,31,34,31,2,1,5,1,6,1,1.22,0.96,-0.96,24.3
"2488","CU",2024-05-06,81.2,-2.2,5.37,"Wheeler, Zack",624424,554430,"","ball",NA,NA,NA,NA,13,"Michael Conforto walks.","R","L","R","PHI","SF","B",NA,"",2,0,2024,0.73,-0.86,-0.16,1.04,NA,527038,NA,2,4,"Top",NA,NA,NA,NA,NA,NA,3.20186147621476,-118.22541415482,-1.43251634678897,6.23330348451175,22.3841114958101,-40.2109920181764,3.14,1.5,NA,NA,NA,82,2672,6.8,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.74,NA,NA,NA,NA,NA,NA,NA,26,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",56,0,0.053,NA,NA,NA,-0.053,NA,0,0,0.518,0.482,34,31,34,31,2,1,5,1,6,1,4.31,-0.73,0.73,27.8
"2489","CU",2024-05-06,82.5,-2.12,5.39,"Wheeler, Zack",624424,554430,"","blocked_ball",NA,NA,NA,NA,14,"Michael Conforto walks.","R","L","R","PHI","SF","B",NA,"",1,0,2024,0.74,-1.01,0.87,0.55,NA,527038,NA,2,4,"Top",NA,NA,NA,NA,NA,NA,5.41499042732637,-120.007224767089,-2.51043811215186,6.05494904895603,23.9373410231001,-41.5965623129519,3.11,1.45,NA,NA,NA,83.1,2797,6.7,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.75,NA,NA,NA,NA,NA,NA,NA,26,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",48,0,0.026,NA,NA,NA,-0.026,NA,0,0,0.518,0.482,34,31,34,31,2,1,5,1,6,1,4.37,-0.74,0.74,23.8
"2490","FF",2024-05-06,94.4,-2.02,5.3,"Wheeler, Zack",624424,554430,"","ball",NA,NA,NA,NA,12,"Michael Conforto walks.","R","L","R","PHI","SF","B",NA,"",0,0,2024,-0.79,1.48,1.38,3.31,NA,527038,NA,2,4,"Top",NA,NA,NA,NA,NA,NA,10.8276342495565,-136.965879871203,-2.7866935903703,-12.3366435045069,31.4131203745733,-13.1712675204861,3.11,1.63,NA,NA,NA,96,2527,7.5,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.03,NA,NA,NA,NA,NA,NA,NA,26,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",224,0,0.016,NA,NA,NA,-0.016,NA,0,0,0.518,0.482,34,31,34,31,2,1,5,1,6,1,1.1,0.79,-0.79,24
"2491","ST",2024-05-06,85,-2.36,5.24,"Wheeler, Zack",527038,554430,"double","hit_into_play",NA,NA,NA,NA,8,"Wilmer Flores doubles (5) on a line drive to left fielder Brandon Marsh.","R","R","R","PHI","SF","X",7,"line_drive",0,1,2024,0.52,0.48,0.13,1.56,NA,NA,NA,2,4,"Top",46.37,127.81,NA,NA,NA,NA,4.86822074506784,-123.804622964765,-3.35405990228241,4.40530350442393,23.5539986811945,-26.7413633268368,3.13,1.51,164,97.4,10,86.3,2565,7,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.54,0.76,0.705,1.25,1,1,1,4,25,2,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",66,-0.028,0.252,66.4,7.6,0.873,-0.252,97.4,0,0,0.546,0.454,34,32,34,33,2,1,5,1,6,1,2.65,-0.52,-0.52,21.7
"2492","FF",2024-05-06,94.3,-2.05,5.26,"Wheeler, Zack",527038,554430,"","called_strike",NA,NA,NA,NA,3,"Wilmer Flores doubles (5) on a line drive to left fielder Brandon Marsh.","R","R","R","PHI","SF","S",NA,"",0,0,2024,-0.6,1.17,0.47,3.42,NA,NA,NA,2,4,"Top",NA,NA,NA,NA,NA,NA,8.05154626860522,-137.144097223662,-1.70725473978158,-9.37597608949257,29.9075928158403,-17.1762632496153,3.31,1.48,NA,NA,NA,96.2,2471,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.12,NA,NA,NA,NA,NA,NA,NA,25,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",225,0,-0.016,NA,NA,NA,0.016,NA,0,0,0.546,0.454,34,32,34,33,2,1,5,1,6,1,1.39,0.6,0.6,22.7
"2493","FF",2024-05-06,95.4,-2.19,5.39,"Wheeler, Zack",664774,554430,"field_out","hit_into_play",NA,NA,NA,NA,2,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","X",6,"line_drive",3,2,2024,-0.88,1.14,-0.19,2.79,NA,NA,NA,1,4,"Top",109.86,134.25,NA,NA,NA,NA,7.35874294748346,-138.748005934319,-3.86063894347059,-12.954669084436,30.2481724158038,-16.7871317250049,3.26,1.52,171,94.6,9,97.2,2429,7.3,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.21,0.643,0.597,0,1,0,0,4,24,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",222,0.019,-0.21,69.2,5.8,0.714,0.21,94.6,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,1.36,0.88,-0.88,26.8
"2494","FF",2024-05-06,95,-2.18,5.29,"Wheeler, Zack",664774,554430,"","foul",NA,NA,NA,NA,5,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","S",NA,"",3,2,2024,-0.82,1.24,-0.21,2.06,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,7.12625373039939,-138.230329341813,-5.73966952861976,-12.0044296011424,29.216231119995,-15.1080244802727,3.26,1.52,210,77.2,54,97.2,2521,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.09,NA,NA,NA,NA,NA,NA,NA,24,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,0,0,72.9,6.5,NA,0,88,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,1.27,0.82,-0.82,24.9
"2495","FS",2024-05-06,86.9,-2.05,5.33,"Wheeler, Zack",664774,554430,"","ball",NA,NA,NA,NA,14,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","B",NA,"",2,2,2024,-1.18,0.93,1.71,0.23,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,11.6507233051552,-125.927607567371,-8.12170178731344,-14.7650497574564,22.4914696131351,-20.7338884778538,3.24,1.58,NA,NA,NA,89,1624,7.5,745585,592663,547180,593160,664761,681082,669016,679032,592206,52.97,NA,NA,NA,NA,NA,NA,NA,24,5,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",233,0,0.068,NA,NA,NA,-0.068,NA,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,2.08,1.18,-1.18,25.9
"2496","FC",2024-05-06,88.6,-2.14,5.28,"Wheeler, Zack",664774,554430,"","ball",NA,NA,NA,NA,14,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","B",NA,"",1,2,2024,0.26,0.38,1.26,0.81,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,7.89062289066859,-128.808754732345,-5.77879306567159,1.51588363547279,23.4720274875887,-26.9990487157471,3.34,1.56,NA,NA,NA,90.4,2513,7.2,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.32,NA,NA,NA,NA,NA,NA,NA,24,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",197,0,0.027,NA,NA,NA,-0.027,NA,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,2.5,-0.26,0.26,24.4
"2497","FF",2024-05-06,94.7,-2.1,5.31,"Wheeler, Zack",664774,554430,"","foul",NA,NA,NA,NA,3,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","S",NA,"",1,1,2024,-1,1.17,0.3,2.86,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,8.67901732371421,-137.561880608471,-3.38176156152966,-14.6454467697588,31.0884620730611,-16.774183880221,3.26,1.52,192,68.2,40,96.5,2363,7.5,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.04,NA,NA,NA,NA,NA,NA,NA,24,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,0,-0.039,65.2,5.3,NA,0.039,88,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,1.39,1,-1,24.5
"2498","FF",2024-05-06,94,-2.1,5.32,"Wheeler, Zack",664774,554430,"","called_strike",NA,NA,NA,NA,6,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","S",NA,"",1,0,2024,-0.93,1.24,0.79,2.64,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,9.75434935802899,-136.538814043041,-4.02053179157237,-13.7856679477921,31.1523784531372,-15.9290889828422,3.34,1.63,NA,NA,NA,95.6,2394,7.4,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.11,NA,NA,NA,NA,NA,NA,NA,24,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",229,0,-0.032,NA,NA,NA,0.032,NA,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,1.35,0.93,-0.93,22.9
"2499","CU",2024-05-06,81.5,-2.19,5.43,"Wheeler, Zack",664774,554430,"","ball",NA,NA,NA,NA,14,"LaMonte Wade Jr.  lines out to shortstop Bryson Stott.","R","L","R","PHI","SF","B",NA,"",0,0,2024,0.42,-0.53,1.52,0.7,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,7.59428201276524,-118.454805637779,-3.00303942187418,2.51076343734588,23.0565167681051,-36.7918476978494,3.31,1.48,NA,NA,NA,82.3,2715,7,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.54,NA,NA,NA,NA,NA,NA,NA,24,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",51,0,0.025,NA,NA,NA,-0.025,NA,0,0,0.527,0.473,34,30,34,30,2,1,5,1,6,1,3.98,-0.42,0.42,25.5
"2500","ST",2024-05-06,84.1,-2.29,5.29,"Wheeler, Zack",642731,554430,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Thairo Estrada strikes out swinging.","R","R","R","PHI","SF","S",2,"",1,2,2024,0.84,0.32,1.2,1.3,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,NA,NA,6.49741633185761,-122.359339089427,-3.49001175000226,7.04719142156328,25.1697171887849,-28.4875738793328,3.41,1.67,NA,NA,NA,84.9,2519,6.9,745585,592663,547180,593160,664761,681082,669016,679032,592206,53.6,NA,0,0,1,0,0,NA,23,4,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",57,0.027,-0.167,66.8,8.1,NA,0.167,NA,0,0,0.5,0.5,34,28,34,28,2,1,5,1,6,1,2.92,-0.84,-0.84,24.9
"2501","SI",2024-05-06,93.2,-2.23,5.23,"Wheeler, Zack",642731,554430,"","called_strike",NA,NA,NA,NA,9,"Thairo Estrada strikes out swinging.","R","R","R","PHI","SF","S",NA,"",1,1,2024,-1.49,0.42,0.8,1.88,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,NA,NA,11.3004896712456,-135.339813615223,-3.84654063289596,-20.7443522139372,28.2911344797268,-26.2939939358419,3.54,1.71,NA,NA,NA,95.3,2254,7.5,745585,592663,547180,593160,664761,681082,669016,679032,592206,53,NA,NA,NA,NA,NA,NA,NA,23,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",228,0,-0.051,NA,NA,NA,0.051,NA,0,0,0.5,0.5,34,28,34,28,2,1,5,1,6,1,2.2,1.49,1.49,24.9
